label,x0,y0,z0,x1,y1,z1,x2,y2,z2,x3,y3,z3,x4,y4,z4,x5,y5,z5,x6,y6,z6,x7,y7,z7,x8,y8,z8,x9,y9,z9,x10,y10,z10,x11,y11,z11,x12,y12,z12,x13,y13,z13,x14,y14,z14,x15,y15,z15,x16,y16,z16,x17,y17,z17,x18,y18,z18,x19,y19,z19,x20,y20,z20
L,0.13942307692307693,1.0,1.0,0.40384615384615385,0.9671361502347418,0.6736842105263158,0.6201923076923077,0.8591549295774648,0.49473684210526314,0.8221153846153846,0.7699530516431925,0.3368421052631579,1.0,0.7323943661971831,0.17894736842105263,0.47115384615384615,0.5586854460093896,0.7263157894736842,0.5528846153846154,0.3051643192488263,0.45263157894736844,0.6009615384615384,0.13615023474178403,0.25263157894736843,0.6346153846153846,0.0,0.10526315789473684,0.3125,0.5492957746478874,0.7368421052631579,0.3605769230769231,0.39436619718309857,0.23157894736842105,0.3317307692307692,0.5868544600938967,0.021052631578947368,0.30288461538461536,0.7370892018779343,0.0,0.15384615384615385,0.5727699530516432,0.7052631578947368,0.16826923076923078,0.4272300469483568,0.21052631578947367,0.1778846153846154,0.6103286384976526,0.16842105263157894,0.18269230769230768,0.7276995305164319,0.2736842105263158,0.0,0.596244131455399,0.6421052631578947,0.0,0.4788732394366197,0.30526315789473685,0.02403846153846154,0.5915492957746479,0.28421052631578947,0.04326923076923077,0.6713615023474179,0.35789473684210527
L,0.14832535885167464,1.0,1.0,0.4019138755980861,0.9497716894977168,0.6419753086419753,0.6220095693779905,0.8356164383561644,0.4567901234567901,0.8277511961722488,0.7534246575342466,0.2716049382716049,1.0,0.7123287671232876,0.08641975308641975,0.49282296650717705,0.5159817351598174,0.691358024691358,0.5741626794258373,0.2785388127853881,0.4074074074074074,0.6172248803827751,0.1232876712328767,0.2222222222222222,0.6507177033492823,0.0,0.09876543209876543,0.3349282296650718,0.502283105022831,0.7037037037037037,0.3827751196172249,0.365296803652968,0.1728395061728395,0.3492822966507177,0.5707762557077626,0.0,0.32057416267942584,0.7123287671232876,0.012345679012345678,0.1674641148325359,0.5205479452054794,0.6666666666666666,0.19138755980861244,0.410958904109589,0.13580246913580246,0.19138755980861244,0.6073059360730594,0.13580246913580246,0.18181818181818182,0.7077625570776256,0.2962962962962963,0.0,0.5525114155251142,0.6049382716049383,0.009569377990430622,0.4429223744292237,0.2345679012345679,0.0430622009569378,0.5662100456621004,0.25925925925925924,0.05741626794258373,0.6438356164383562,0.38271604938271603
L,0.13875598086124402,1.0,1.0,0.4019138755980861,0.9627906976744186,0.6195652173913043,0.6267942583732058,0.8511627906976744,0.42391304347826086,0.8277511961722488,0.772093023255814,0.2717391304347826,1.0,0.7255813953488373,0.10869565217391304,0.48325358851674644,0.5209302325581395,0.6847826086956522,0.569377990430622,0.2837209302325581,0.391304347826087,0.6124401913875598,0.12558139534883722,0.20652173913043478,0.645933014354067,0.0,0.07608695652173914,0.3253588516746411,0.5069767441860465,0.7065217391304348,0.37320574162679426,0.3674418604651163,0.17391304347826086,0.3397129186602871,0.5767441860465117,0.0,0.31100478468899523,0.7209302325581395,0.0,0.16267942583732056,0.5255813953488372,0.6847826086956522,0.17703349282296652,0.42790697674418604,0.15217391304347827,0.18181818181818182,0.6232558139534884,0.11956521739130435,0.17703349282296652,0.7116279069767442,0.2391304347826087,0.0,0.5534883720930233,0.6304347826086957,0.004784688995215311,0.46511627906976744,0.2608695652173913,0.03827751196172249,0.5953488372093023,0.25,0.05263157894736842,0.6604651162790698,0.33695652173913043
L,0.1523809523809524,1.0,1.0,0.4095238095238095,0.954337899543379,0.6391752577319587,0.6285714285714286,0.8401826484018264,0.4536082474226804,0.8285714285714286,0.7625570776255708,0.28865979381443296,1.0,0.7123287671232876,0.12371134020618557,0.49047619047619045,0.5251141552511416,0.6701030927835051,0.5761904761904761,0.2876712328767123,0.38144329896907214,0.6190476190476191,0.1278538812785388,0.18556701030927836,0.6523809523809524,0.0,0.061855670103092786,0.32857142857142857,0.5114155251141552,0.6907216494845361,0.38095238095238093,0.3698630136986301,0.17525773195876287,0.3523809523809524,0.5753424657534246,0.0,0.3238095238095238,0.7168949771689498,0.0,0.16666666666666666,0.5296803652968036,0.6701030927835051,0.18571428571428572,0.4246575342465753,0.16494845360824742,0.19523809523809524,0.6164383561643836,0.13402061855670103,0.19047619047619047,0.7077625570776256,0.25773195876288657,0.0,0.5525114155251142,0.6185567010309279,0.009523809523809525,0.4520547945205479,0.27835051546391754,0.04285714285714286,0.5753424657534246,0.26804123711340205,0.05714285714285714,0.6484018264840182,0.35051546391752575
L,0.1380952380952381,1.0,1.0,0.4,0.9547511312217195,0.573170731707317,0.6238095238095238,0.8416289592760181,0.3902439024390244,0.8238095238095238,0.7647058823529411,0.23170731707317074,1.0,0.7194570135746606,0.08536585365853659,0.49047619047619045,0.5203619909502263,0.6829268292682927,0.5761904761904761,0.2850678733031674,0.3902439024390244,0.6142857142857143,0.12669683257918551,0.1951219512195122,0.6428571428571429,0.0,0.06097560975609756,0.32857142857142857,0.5067873303167421,0.7317073170731707,0.3761904761904762,0.3665158371040724,0.18292682926829268,0.34285714285714286,0.5746606334841629,0.0,0.3142857142857143,0.7104072398190046,0.012195121951219513,0.1619047619047619,0.5248868778280543,0.7073170731707317,0.18095238095238095,0.4298642533936652,0.15853658536585366,0.18095238095238095,0.6244343891402715,0.13414634146341464,0.1761904761904762,0.7013574660633484,0.2682926829268293,0.0,0.5520361990950227,0.6707317073170732,0.004761904761904762,0.45248868778280543,0.2926829268292683,0.03333333333333333,0.579185520361991,0.3048780487804878,0.047619047619047616,0.6470588235294118,0.4024390243902439
L,0.1380952380952381,1.0,1.0,0.3952380952380952,0.963302752293578,0.651685393258427,0.6190476190476191,0.8486238532110092,0.449438202247191,0.8238095238095238,0.7706422018348624,0.2696629213483146,1.0,0.7247706422018348,0.0898876404494382,0.49047619047619045,0.5229357798165137,0.651685393258427,0.5761904761904761,0.2798165137614679,0.3707865168539326,0.6190476190476191,0.12385321100917432,0.20224719101123595,0.6476190476190476,0.0,0.07865168539325842,0.32857142857142857,0.5045871559633027,0.6629213483146067,0.37142857142857144,0.37155963302752293,0.14606741573033707,0.3333333333333333,0.5825688073394495,0.0,0.3047619047619048,0.7293577981651376,0.02247191011235955,0.16666666666666666,0.5229357798165137,0.6404494382022472,0.18095238095238095,0.41743119266055045,0.12359550561797752,0.18095238095238095,0.6192660550458715,0.14606741573033707,0.17142857142857143,0.7201834862385321,0.29213483146067415,0.0,0.555045871559633,0.5842696629213483,0.0,0.44954128440366975,0.2247191011235955,0.02857142857142857,0.5779816513761468,0.24719101123595505,0.047619047619047616,0.6559633027522935,0.34831460674157305
L,0.1291866028708134,1.0,1.0,0.3827751196172249,0.9590909090909091,0.6153846153846154,0.6220095693779905,0.85,0.41025641025641024,0.8277511961722488,0.7727272727272727,0.23076923076923078,1.0,0.740909090909091,0.05128205128205128,0.49760765550239233,0.5227272727272727,0.6794871794871795,0.5885167464114832,0.2863636363636364,0.38461538461538464,0.631578947368421,0.12727272727272726,0.20512820512820512,0.6650717703349283,0.0,0.08974358974358974,0.3349282296650718,0.5,0.7051282051282052,0.3827751196172249,0.35909090909090907,0.15384615384615385,0.3397129186602871,0.5727272727272728,0.0,0.31100478468899523,0.7090909090909091,0.038461538461538464,0.1674641148325359,0.5136363636363637,0.6666666666666666,0.18660287081339713,0.41363636363636364,0.1282051282051282,0.17703349282296652,0.6136363636363636,0.15384615384615385,0.1674641148325359,0.7045454545454546,0.3333333333333333,0.0,0.5409090909090909,0.6153846153846154,0.009569377990430622,0.43636363636363634,0.24358974358974358,0.03349282296650718,0.5727272727272728,0.2948717948717949,0.04784688995215311,0.6454545454545455,0.4358974358974359
L,0.10576923076923077,1.0,1.0,0.36538461538461536,0.9809523809523809,0.6585365853658537,0.6153846153846154,0.8809523809523809,0.47560975609756095,0.8269230769230769,0.8095238095238095,0.2926829268292683,1.0,0.7857142857142857,0.0975609756097561,0.5096153846153846,0.5285714285714286,0.6951219512195121,0.6105769230769231,0.2857142857142857,0.4146341463414634,0.6634615384615384,0.12857142857142856,0.24390243902439024,0.7019230769230769,0.0,0.12195121951219512,0.34615384615384615,0.49523809523809526,0.6829268292682927,0.3894230769230769,0.3619047619047619,0.15853658536585366,0.34134615384615385,0.5761904761904761,0.0,0.30288461538461536,0.7095238095238096,0.024390243902439025,0.1778846153846154,0.5047619047619047,0.6463414634146342,0.19230769230769232,0.4,0.12195121951219512,0.1778846153846154,0.6047619047619047,0.13414634146341464,0.16346153846153846,0.7,0.2926829268292683,0.004807692307692308,0.5285714285714286,0.573170731707317,0.0,0.41904761904761906,0.21951219512195122,0.02403846153846154,0.5476190476190477,0.25609756097560976,0.04326923076923077,0.6238095238095238,0.36585365853658536
L,0.08737864077669903,1.0,1.0,0.3446601941747573,0.981042654028436,0.65,0.6019417475728155,0.8815165876777251,0.4625,0.8203883495145631,0.8151658767772512,0.275,1.0,0.7962085308056872,0.075,0.5097087378640777,0.5260663507109005,0.675,0.6262135922330098,0.2843601895734597,0.3875,0.6844660194174758,0.12796208530805686,0.225,0.7330097087378641,0.0,0.1,0.34951456310679613,0.4881516587677725,0.675,0.4029126213592233,0.35545023696682465,0.1375,0.33495145631067963,0.5734597156398105,0.0,0.28640776699029125,0.7156398104265402,0.025,0.17475728155339806,0.4881516587677725,0.6375,0.1941747572815534,0.38388625592417064,0.1125,0.1650485436893204,0.5876777251184834,0.15,0.15048543689320387,0.6919431279620853,0.325,0.0,0.5071090047393365,0.575,0.0048543689320388345,0.3933649289099526,0.225,0.024271844660194174,0.5260663507109005,0.275,0.03398058252427184,0.6066350710900474,0.4
L,0.0821256038647343,0.995049504950495,1.0,0.36231884057971014,1.0,0.6486486486486487,0.6086956521739131,0.9108910891089109,0.46846846846846846,0.8164251207729468,0.8663366336633663,0.3063063063063063,1.0,0.8514851485148515,0.15315315315315314,0.5169082125603864,0.5396039603960396,0.6666666666666666,0.6376811594202898,0.297029702970297,0.38738738738738737,0.7004830917874396,0.13366336633663367,0.21621621621621623,0.7536231884057971,0.0,0.09009009009009009,0.34782608695652173,0.5099009900990099,0.6846846846846847,0.4057971014492754,0.3712871287128713,0.18018018018018017,0.34782608695652173,0.5891089108910891,0.0,0.2995169082125604,0.7376237623762376,0.0,0.16908212560386474,0.504950495049505,0.6576576576576577,0.19806763285024154,0.4158415841584158,0.14414414414414414,0.178743961352657,0.6237623762376238,0.08108108108108109,0.16908212560386474,0.7079207920792079,0.18018018018018017,0.0,0.504950495049505,0.6036036036036037,0.00966183574879227,0.41089108910891087,0.23423423423423423,0.024154589371980676,0.5544554455445545,0.1891891891891892,0.033816425120772944,0.6237623762376238,0.24324324324324326
